filename,label
Dataset/Train/fish_image_1.jpg,fish
Dataset/Train/fish_image_10.jpg,fish
Dataset/Train/fish_image_1000.jpg,fish
Dataset/Train/fish_image_1001.jpg,fish
Dataset/Train/fish_image_1002.jpg,fish
Dataset/Train/fish_image_1004.jpg,fish
Dataset/Train/fish_image_1005.jpg,fish
Dataset/Train/fish_image_1006.jpg,fish
Dataset/Train/fish_image_1008.jpg,fish
Dataset/Train/fish_image_1009.jpg,fish
Dataset/Train/fish_image_101.jpg,fish
Dataset/Train/fish_image_1010.jpg,fish
Dataset/Train/fish_image_1011.jpg,fish
Dataset/Train/fish_image_1012.jpg,fish
Dataset/Train/fish_image_1013.jpg,fish
Dataset/Train/fish_image_1014.jpg,fish
Dataset/Train/fish_image_1016.jpg,fish
Dataset/Train/fish_image_1017.jpg,fish
Dataset/Train/fish_image_1019.jpg,fish
Dataset/Train/fish_image_102.jpg,fish
Dataset/Train/fish_image_1020.jpg,fish
Dataset/Train/fish_image_1021.jpg,fish
Dataset/Train/fish_image_1022.jpg,fish
Dataset/Train/fish_image_1023.jpg,fish
Dataset/Train/fish_image_1024.jpg,fish
Dataset/Train/fish_image_1025.jpg,fish
Dataset/Train/fish_image_1026.jpg,fish
Dataset/Train/fish_image_1028.jpg,fish
Dataset/Train/fish_image_1029.jpg,fish
Dataset/Train/fish_image_103.jpg,fish
Dataset/Train/fish_image_1031.jpg,fish
Dataset/Train/fish_image_1032.jpg,fish
Dataset/Train/fish_image_1034.jpg,fish
Dataset/Train/fish_image_1035.jpg,fish
Dataset/Train/fish_image_1037.jpg,fish
Dataset/Train/fish_image_1039.jpg,fish
Dataset/Train/fish_image_104.jpg,fish
Dataset/Train/fish_image_1040.jpg,fish
Dataset/Train/fish_image_1042.jpg,fish
Dataset/Train/fish_image_1043.jpg,fish
Dataset/Train/fish_image_1044.jpg,fish
Dataset/Train/fish_image_1045.jpg,fish
Dataset/Train/fish_image_1046.jpg,fish
Dataset/Train/fish_image_1047.jpg,fish
Dataset/Train/fish_image_1049.jpg,fish
Dataset/Train/fish_image_1050.jpg,fish
Dataset/Train/fish_image_1052.jpg,fish
Dataset/Train/fish_image_1053.jpg,fish
Dataset/Train/fish_image_1054.jpg,fish
Dataset/Train/fish_image_1055.jpg,fish
Dataset/Train/fish_image_1056.jpg,fish
Dataset/Train/fish_image_1057.jpg,fish
Dataset/Train/fish_image_1059.jpg,fish
Dataset/Train/fish_image_106.jpg,fish
Dataset/Train/fish_image_1060.jpg,fish
Dataset/Train/fish_image_1061.jpg,fish
Dataset/Train/fish_image_1062.jpg,fish
Dataset/Train/fish_image_1063.jpg,fish
Dataset/Train/fish_image_1064.jpg,fish
Dataset/Train/fish_image_1065.jpg,fish
Dataset/Train/fish_image_1066.jpg,fish
Dataset/Train/fish_image_1068.jpg,fish
Dataset/Train/fish_image_1069.jpg,fish
Dataset/Train/fish_image_1070.jpg,fish
Dataset/Train/fish_image_1071.jpg,fish
Dataset/Train/fish_image_1072.jpg,fish
Dataset/Train/fish_image_1074.jpg,fish
Dataset/Train/fish_image_1076.jpg,fish
Dataset/Train/fish_image_1077.jpg,fish
Dataset/Train/fish_image_1078.jpg,fish
Dataset/Train/fish_image_1079.jpg,fish
Dataset/Train/fish_image_108.jpg,fish
Dataset/Train/fish_image_1081.jpg,fish
Dataset/Train/fish_image_1082.jpg,fish
Dataset/Train/fish_image_1083.jpg,fish
Dataset/Train/fish_image_1085.jpg,fish
Dataset/Train/fish_image_1086.jpg,fish
Dataset/Train/fish_image_1088.jpg,fish
Dataset/Train/fish_image_1091.jpg,fish
Dataset/Train/fish_image_1092.jpg,fish
Dataset/Train/fish_image_1093.jpg,fish
Dataset/Train/fish_image_1094.jpg,fish
Dataset/Train/fish_image_1095.jpg,fish
Dataset/Train/fish_image_1096.jpg,fish
Dataset/Train/fish_image_1098.jpg,fish
Dataset/Train/fish_image_1099.jpg,fish
Dataset/Train/fish_image_110.jpg,fish
Dataset/Train/fish_image_1100.jpg,fish
Dataset/Train/fish_image_1101.jpg,fish
Dataset/Train/fish_image_1102.jpg,fish
Dataset/Train/fish_image_1103.jpg,fish
Dataset/Train/fish_image_1104.jpg,fish
Dataset/Train/fish_image_1105.jpg,fish
Dataset/Train/fish_image_1106.jpg,fish
Dataset/Train/fish_image_1107.jpg,fish
Dataset/Train/fish_image_1108.jpg,fish
Dataset/Train/fish_image_1109.jpg,fish
Dataset/Train/fish_image_111.jpg,fish
Dataset/Train/fish_image_1112.jpg,fish
Dataset/Train/fish_image_1113.jpg,fish
Dataset/Train/fish_image_1114.jpg,fish
Dataset/Train/fish_image_1115.jpg,fish
Dataset/Train/fish_image_1116.jpg,fish
Dataset/Train/fish_image_1117.jpg,fish
Dataset/Train/fish_image_1118.jpg,fish
Dataset/Train/fish_image_1120.jpg,fish
Dataset/Train/fish_image_1121.jpg,fish
Dataset/Train/fish_image_1122.jpg,fish
Dataset/Train/fish_image_1123.jpg,fish
Dataset/Train/fish_image_1124.jpg,fish
Dataset/Train/fish_image_1125.jpg,fish
Dataset/Train/fish_image_1127.jpg,fish
Dataset/Train/fish_image_1128.jpg,fish
Dataset/Train/fish_image_1129.jpg,fish
Dataset/Train/fish_image_113.jpg,fish
Dataset/Train/fish_image_1130.jpg,fish
Dataset/Train/fish_image_1131.jpg,fish
Dataset/Train/fish_image_1132.jpg,fish
Dataset/Train/fish_image_1133.jpg,fish
Dataset/Train/fish_image_1134.jpg,fish
Dataset/Train/fish_image_1135.jpg,fish
Dataset/Train/fish_image_1136.jpg,fish
Dataset/Train/fish_image_1138.jpg,fish
Dataset/Train/fish_image_114.jpg,fish
Dataset/Train/fish_image_1141.jpg,fish
Dataset/Train/fish_image_1143.jpg,fish
Dataset/Train/fish_image_1144.jpg,fish
Dataset/Train/fish_image_1145.jpg,fish
Dataset/Train/fish_image_1147.jpg,fish
Dataset/Train/fish_image_1148.jpg,fish
Dataset/Train/fish_image_1149.jpg,fish
Dataset/Train/fish_image_115.jpg,fish
Dataset/Train/fish_image_1151.jpg,fish
Dataset/Train/fish_image_1152.jpg,fish
Dataset/Train/fish_image_1153.jpg,fish
Dataset/Train/fish_image_1154.jpg,fish
Dataset/Train/fish_image_1155.jpg,fish
Dataset/Train/fish_image_1157.jpg,fish
Dataset/Train/fish_image_1159.jpg,fish
Dataset/Train/fish_image_116.jpg,fish
Dataset/Train/fish_image_1160.jpg,fish
Dataset/Train/fish_image_1161.jpg,fish
Dataset/Train/fish_image_1162.jpg,fish
Dataset/Train/fish_image_1163.jpg,fish
Dataset/Train/fish_image_1164.jpg,fish
